Nombre;ROA2024
SOLEA TECHNOLOGY SOCIEDAD LIMITADA.;-21,2
PLOTENCOM SL.;77,85
BLACK NOOK S.L.;6,21
ENKI TECHNOLOGIES SL.;-6,24
VIRTUALMOVE SOCIEDAD LIMITADA.;95,06
JUMPETS GROUP S.L.;-50,52
CARME COLL COMUNICA SOCIEDAD LIMITADA.;19,57
SOLUCIONES LOGISTICAS ANJA SOCIEDAD LIMITADA.;51,64
GROOW CONSULTING BARCELONA S.L.;22,07
GRUPO GARNEG SL.;-888,22
DRONICS - TECNOLOGIA Y ENTRETENIMIENTO S.L.;19,23
FOXTER STUDIO SL.;-0,21
ORNITHOLOGY SL.;1,15
GUSUGUITO SL.;25,73
RODYAN OUTSOURCING, SOCIEDAD LIMITADA.;44,22
BLUE ELEGANSS SL.;8,87
LEDLEMON SL.;62,69
FORMATICS CONSULTING SL.;9,61
COX SECURITY SL.;21,01
NEWLIFESOLUTIONS SL.;1,12
FAABLE CLOUD, SL.;0,52
AVISOVOZ SOCIEDAD LIMITADA.;106
BLENDA DIGITAL SL.;55,56
TELCO PLANET SL.;1,98
HEALZ BIOHACK HUB SL.;-55,15
CANARY WEBS 2020, SOCIEDAD LIMITADA.;18,49
SOFTWARE & AUDIT SPECIALIST SOCIEDAD LIMITADA.;38,08
VIEW CORP SPAIN SL.;2,13
ENEBA OIHUA SL.;6,61
CURIOSA EDUCACION SL.;31,43
OFISERVER APLICACIONES INFORMATICAS SOCIEDAD DE RESPONSABILIDAD LIMITADA.;-2,72
DO IT TELCO SL.;1,47
CARBALLUS CONSULTORIA SL.;82,56
FG PROYECTOS Y SISTEMAS TECNOLOGICOS SL.;24,06
LABELIC HEALTHCARE S.L.;21,68
PRINTEA TECNOLOGIA SOCIEDAD LIMITADA.;19,63
PAPERLABS DESIGN ESP SL.;-5,25
LOTTE ENERGY MATERIALS SPAIN S.L.;-0,43
IDEC APPS SOCIEDAD LIMITADA.;-39,1
ASINFORNET SL.;9,34
LIN3S PARTNERS SOCIEDAD LIMITADA.;4,45
ALJARAFEYMAS SOCIEDAD LIMITADA.;1,59
MASR ARQUITECTURA E INGENIERIA SL.;-22,33
UBIKUA BY CREA SOLUTIONS SL.;29,94
MTZ DESARROLLO Y SOLUCIONES INFORMATICAS SOCIEDAD LIMITADA.;0,19
CUENTRATRAS CONSULTORIA SL.;-9,76
MASTERCLASS HISPANA SL.;6,22
ASESCLICK ASESORIA TECNOLOGICA SOCIEDAD LIMITADA.;-0,99
SYCAI TECHNOLOGIES S.L.;-12,9
SECUENCIAL CONSULTING SL.;4,24
JP SINFIN SL.;11,46
YANCE ENERGIAS RENOVABLES Y SERVICIOS AERONAUTICOS SL.;-86,27
VULKAN SYSTEMS SL.;2,01
NIBELITY SOCIEDAD LIMITADA.;9,55
DINATEN EVALUACION SL.;0,37
PRIFER INGENIERIA Y PERITACIONES SOCIEDAD LIMITADA.;-35,73
NABLA VISION S.L.;5,11
CYBERLAKE GROUP SL.;1,44
51TRIPS BRAND S.L.;-51,3
IN2SPAIN CONSULTORES Y ESTRATEGIAS DE MERCADO S.L.;-2,68
URALSKI ZABOD GROUP SL.;3,33
CYBERBLUE SOCIEDAD LIMITADA.;30,19
AGRO SANCHEZ Y REY , S.L.;7,63
DIGITAL SCALE CONSULTING S.L.;2,16
XICTORLR SL.;10,6
DE LA MADRID TAX & ACCOUNTING SL.;19,93
ALTEA MARIT SLL.;-14,63
LINESAT 2.2020 S.L.;43,36
FLYDRONAIR SOCIEDAD LIMITADA.;3,11
JFBB INSTALACIONES EFICIENTES S.L.;-17,58
GAGLIANO AND FAMILY SOCIEDAD LIMITADA.;30,44
POKA-YOQUE SL.;-77,32
GESTMEDIA162 SL.;5,91
ROSTAGE EVENTOS SL.;-4,32
AH LANDED INTERESTS S.L.;32,14
ANTICLINF SERVICES SL.;37,6
CITIZEN CAN SPAIN SL.;8,11
LIGHT NOTES SL.;0
AIGECKO TECHNOLOGIES S.L.;-1,35
RED MOUNTAIN CONSULTING SL.;0,15
NATURR MARKETPLACE SL.;-29,93
SYSPROVIDER SOCIEDAD LIMITADA.;29,27
BIT INTELLITECH S.L.;-21,15
COWFACE REAL ESTATE 2020 SL.;-6,51
CAN ACADEMIC SERVICES SL.;-20,12
FEROZ GROUP DIGITAL SOLUTIONS SOCIEDAD LIMITADA.;-29,82
AUMENTA VILANOVA S.L.;3,89
BCN EVO HUB S.L.;21,46
SATURDAYSAI SOCIEDAD LIMITADA.;46
ALIMENTOS Y PLAGAS SL.;81,35
AUDIOVIATOR MULTIMEDIA SL.;18,96
VRPHARMA IMMERSIVE TECHNOLOGIES SL.;-69,54
RUNMAKE BUSINESS SOCIEDAD LIMITADA.;5,13
INSTALADORES VGS CABRAL SOCIEDAD LIMITADA.;-43,62
SOCIAL NET BIO SL.;23,61
DACTILPLUS SERVICIOS INTEGRALES SOCIEDAD LIMITADA.;-22,8
MELFAVORES SOCIEDAD LIMITADA.;24,13
JOSE VILALTA MARZO SOCIEDAD LIMITADA.;5,84
SILICON BASED S.L.;22,62
NASAPP S.L.;50,88
EL HIERRO DE SAN JUAN SL.;-26,69
IMPLACHINA CONSULTORA SOCIEDAD LIMITADA.;23,37
EXTRA-BYTE INFORMATICA SOCIEDAD LIMITADA.;6,58
INFOCOSTE SALOU SOCIEDAD LIMITADA.;5,9
LINGUISTIC FACTORY SL.;-26,43
WEBCREATOR STUDIO SOCIEDAD LIMITADA.;23,39
INOVSHOP SOLUCIONES DIGITALES SL.;17,18
KENKO TO MIZU SOCIEDAD LIMITADA.;19,86
GAZQUEZ SOLUCIONES INFORMATICAS SL.;18,65
TOKEY AFTERMARKET SOCIEDAD LIMITADA.;30,17
WELOVESEA EVENTS S.L.;15,33
QUANVIA SOCIEDAD LIMITADA.;-478,41
JC CHAVERRI SLP.;-59,1
LOGIDIC SISTEMAS SOCIEDAD LIMITADA.;26,4
RAISING THE BAR S.L.;2,49
VOYANSI EU SL.;-130,77
ID SANIDAD SOLUCIONES SOCIEDAD LIMITADA.;-56,38
NARANCO TECNOLOGICA SL.;7,07
SONO IO ESTRATEGIAS DE COMUNICACION SL.;6,91
DEVOLTEC SOCIEDAD LIMITADA.;3,18
ESSA GLOBAL SL.;6,16
CAMOTE CONSULTANT SOCIEDAD LIMITADA.;16,48
EASYPULL SL.;-65,35
GRUPO SKALA SIRERA SL.;70,44
ULTUS INNOVATION SL.;-35,79
SNAB FINTECH SL.;1,79
OPTIMAX EXPERT SOCIEDAD LIMITADA.;8,76
BCOACH SOLUCIONES SOCIEDAD LIMITADA.;-13,62
GEOSKOP S.L.;19,12
JAPUANA MARKETING Y GESTION DE PROYECTOS SOCIEDAD LIMITADA.;10,79
THEMOUSIKE ANALYTICS SL.;1,18
3F ONLINE BUSINESS SL.;-2,08
MBYTES SL.;-5,1
NEURATUM SOCIEDAD LIMITADA.;-12,65
GIGAS GALICIA, SOCIEDAD LIMITADA.;31,43
TRUEWORLD ORGANIZATION SL.;-11,78
ZOE DEJEAN SL.;31,02
SOFTER COMPUTERS SOCIEDAD LIMITADA.;26,06
L4E CONSULTANTS AND LAWYERS SL.;4,56
SOMIA SOLUTIONS S.L.;77,45
BLUEALY TECH FIRM S.L.;10,48
ALENA EASY CLOUD SL.;-64,09
TRANSITION CAPITAL 2022 SL.;2,19
DESTRUCCION DIGITAL SL.;5,49
INGENIERIA GALLEGA DE SOFTWARE SL.;35,76
WHATER APP SOLUTIONS SOCIEDAD LIMITADA.;12,21
ARKUBBO TECNOLOGIA SL.;-32,75
MONDOCAR MOBILITY SL.;-12,59
IT CORPORATE CREATE SL.;3
REVOLUTION 4R TOGETHER S.L.;13,24
SPORTSNNECT SL.;-4,99
CIMA HORIZONS SL.;14,25
WILOO GESTION SL.;47,63
RARA AVIS CONSULTING SL.;-80,35
ALCOREÑA DE ELECTRONICA SOCIEDAD LIMITADA.;-67,26
PERESPIN 2019 SL.;18,08
GRUPO SOBIAR S.L.;5,38
IDLAB TECHNOLOGIES, SOCIEDAD LIMITADA.;-19,25
GOLDEN KYRIM SOCIEDAD LIMITADA.;-209,86
ARTE MUDELA SOCIEDAD DE RESPONSABILIDAD LIMITADA.;-26,13
HILLTECH DIGITAL SL.;-26,64
DIGITAL DATA FARM SL.;8,93
DINAMK TECHNOLOGIES SLL.;-42,15
DAVID CHAN FITNESS S.L.;-17,64
HERAL2 TELEMATICA S.L.;-160,44
NEURAPTIC SL.;-50,22
HEMOTIC SL.;-13,32
AJA PROGRAMMING AND CONSULTING SOCIEDAD LIMITADA.;-30,56
FUELED BY SMART WORK SL.;19,56
DINER AGIL S.L.;2,86
KENTRONIC TECHNOLOGY SL.;3,74
SMART LEAN SOLUTIONS SL.;8,69
AIDIAPP SL.;65,93
E-BMO ONLINE SERVICES S.L.;21,93
GLOBAL BEE PROJECT SOCIEDAD LIMITADA.;15,01
GRUPO GALA GESTORES SL.;2,47
ESTEMARINNOVA SL;31,8
JADA ASESORIA Y CONSULTORIA EMPRESARIAL S.L.;55,41
RETAILSOLUTIONS IBERICA SL.;-89,94
APOYAR RESEARCH & DEVELOPMENT SL.;-39
ANIMULA SOLUCIONES SL.;1,32
TIMBRIT SL.;-403,47
SECURITY NET XXI S.L.;80,92
TELECO Y ENERGIA FILABRES SOCIEDAD LIMITADA.;1,02
ALPAFIBER Y SISTEMAS S.L.;18,24
APPTOIN IOT SL.;-6,87
SMART HOME SOLUTIONS S.L.;-49,59
3D ATRIO GRAPHICS SL.;-3,54
INDPROVE SOLUCIONES TECNOLOGICAS SOCIEDAD LIMITADA.;8,62
REDTEAM TECHNOLOGY SL.;52,74
GRUPO CODIFICA DIGITAL SL.;-6,1
IO SAFE SOCIEDAD LIMITADA.;-40,14
FORMA CREATIVA GRAFICA SL.;3,56
MONOI IT SOCIEDAD LIMITADA.;36,51
WENEA HIGHWAYS OESTE SL.;-2,91
RIVAS Y GOMEZ DENTAL SOCIEDAD LIMITADA.;10,33
LIS LOGISTISCHE INFORMATIONSSYSTEME IBERIA SOCIEDAD LIMITADA.;-89,47
DMANDA SOCIEDAD LIMITADA.;-12,91
VICISOFT SOCIEDAD LIMITADA.;-10,01
PENTABILITIES S.L.;-52,77
SERVICIOS RR ASESORIA Y CONSULTORIA SL.;39,04
ZOLA SISTEMAS SL.;3,6
SEAPORT SOLUTIONS SL;-26,71
NISONIDE SOCIEDAD LIMITADA.;23,86
ARACLOUD SOCIEDAD LIMITADA.;34,14
BLOCKLOOP SOCIEDAD LIMITADA.;7,6
MOTIVE COMMERCE SEARCH CORP SL.;-40,21
STURDY CLOUD SOLUTIONS SL.;57,99
NIBI SOFTWARE Y CONSULTORA SL.;18,71
SFT GLOBAL SOCIEDAD LIMITADA.;-0,35
AITACA REMOTE TECH SL.;-60,09
SKYCO ECHSPRESS SL.;-46,58
SMART ESCROW SOCIEDAD LIMITADA.;-22,3
SANDEZ &SILVERIO SOCIEDAD LIMITADA.;1,86
FSL MARKETING DIGITAL Y COMUNICACION SL.;17,62
TELECOMCYL SL.;-21,32
ALDRY CORP S.L.;-36,62
PAGGYY DIGITAL SL.;-155,27
NIO VENTURES SL.;-28,2
CLIVENTIC SOLUCIONES SL.;21,15
J3NERGY CONSULTING S.L.;35,41
INVERSIONES CHICO GUIJARRO SL.;-0,27
THESALESCONE SOCIEDAD LIMITADA.;-51,12
ZONA2 INTERNET SOCIEDAD LIMITADA.;2,77
ALIANZA NANOTECNOLOGIA DIAGNOSTICA ASJ SL.;-8,54
SPUTNIK7 PRODUCTIONS SL.;-5,69
AGARIMO ESTUDIO, SOCIEDAD LIMITADA.;60,4
CONVERSEO SERVICIOS DIGITALES SL.;-81,12
HENDRIX AGENCIA DE PUBLICIDAD SOCIEDAD LIMITADA.;-111,03
MUSIC BUSINESS ACADEMY SL.;63,1
VALI AI EUROPE SL.;15,46
SKYLINK GLOBAL SL.;1,08
SISESA 2021 S.L.;22,45
DM COYOTE SERVICIOS INFORMATICOS SL.;90,91
FIBERJALON INSTALACIONES SL.;-25,1
DATA & CONVERSION INTELLIGENCE SL.;15,64
METODO SOMA SL.;-214,65
WEAREFINTECH SL.;-67,62
ART W STARTUP SL.;2,13
WE WON TOGETHER SL.;-26,94
BUSCOCOCHES IBERICA SL.;1,31
SEPATENA SERVICIOS Y GESTIONES SL.;2,1
HEADNET SL.;65,65
FLOWGY SL.;41,86
A REVOLTA PRODUCIONS, SOCIEDAD LIMITADA.;4,1
LUCUS TELECOMUNICACIONES SL.;40,83
LOAND TECHNOLOGIES S.L.;10,94
NEXTMEDIA STUDIO SERVICIOS GRAFICOS EDITORIALES S.L.;3,89
SNIK DIGITAL SOLUTIONS SL.;-174,29
FIND MY GEAR SL.;11,72
BELLA NEBRIXA SL.;27,19
GOLEM SOFT SL.;23,84
TROPILINE SOCIEDAD LIMITADA.;37,07
RENT & SAIL ADVENTURE SL.;13,18
RISK MED SOLUTIONS SL.;-41,82
IMPULSO COGNITIVO SOCIEDAD LIMITADA.;-45,74
JLM BUSINESS SOLUTIONS SOCIEDAD LIMITADA.;-0,22
ILYAS SUPERMARKET SL.;-1,24
PLAIN APP S.L.;-32,47
TELCO COMERCIAL SOLUTIONS SL.;38,2
TIENDA SOLIDARIA EL CAMINO SL.;1,82
OPERATIVE IT SL.;-13,02
EXECUTIVE TIC SL.;23,2
WAYD DIGITAL HUB S.L.;0,2
PVD MOBILITY CARS SL.;56,85
NEURO CODEX SL.;9,63
ASMOROFAX SOLUCIONES SL.;155,65
U MAKE IT SL.;-31,37
LAETIC SL.;-36,52
KRESET IT SOLUTIONS SL.;68,27
R3DIMENSION 3D PRINTERS SL.;-3,19
REFORMAS Y DECORACIONES DONAGAL SL.;17,54
EKT INFORMATIKA SOCIEDAD LIMITADA.;-63,18
CAOSISTEMAS SL.;30,36
ELECTRICIDAD Y COMUNICACIONES LAS PALMAS, SOCIEDAD LIMITADA.;-7,47
MENDITECH, SENSORES DE FIBRA OPTICA SL.;14,33
RESIMO 3D S.L.;76,77
OCLOCK DIGITAL TECHNOLOGIES SL.;-11,16
PUNK SOLUTIONS SL.;31,38
GRUPO PAMAR 2020 SOCIEDAD LIMITADA.;-125,68
LEN STEWART ENELOW CONSULTING SOCIEDAD LIMITADA.;-7,95
WORKSIBLE SL.;-200,1
COMPETENCIAS DIGITALES Y PROCESOS SL.;4,85
7STREAMS S.L.;-47,26
AKRIBEA 6174 SOCIEDAD LIMITADA.;-86,12
THE TRADER CHANNEL 2019 S.L.;-47,79
WATTYO CLOUD SL.;-30,05
3 BEAUTIFUL WAY SL.;0,11
THE PREDICTIVE COMPANY S.L.;2,15
ATREUS DOT LIFE SOCIEDAD LIMITADA.;-0,8
IBAMU LEGAL S.L.;-26,07
EXPERTCOM CONSULTING SL.;-64,28
GRUPO FERRIS 2021 SL.;16,94
MANEVEA. SOCIEDAD LIMITADA.;-210,35
DEIDE PRODUCTOS INNOVADORES SOCIEDAD LIMITADA.;11,42
DBLANCO S.L.;11,98
BURMARAL SL.;0,07
AMATIC CONSULTING SL.;19,26
INTELLIGENCE TRADE SL.;-118,58
FINE WINE CELLAR SOCIEDAD LIMITADA.;-34,88
TU IMOVIL BURRIANA SOCIEDAD LIMITADA.;28,18
MINDFUL TITAN SOCIEDAD DE RESPONSABILIDAD LIMITADA.;-15,96
COSMICO FIND YOUR SPACE SL.;-133,29
BLUE HOUND CONSULTING S.L.;-14,91
UMAYA LABS SL.;-50,76
FUTURE IMPLEMENTATIONS SOCIEDAD LIMITADA.;3,95
INFINITY TALENT SL.;0,88
JUAL EXAR PROGRAMACION Y DISEÑO SOCIEDAD LIMITADA.;66,41
FUNCION DIGITAL EUROPA SL.;-144,96
SABALA 21 SOCIEDAD LIMITADA.;40,23
SERVICIOS REYES SOLIS S.L.;23,22
SOLUCIONES TECNOLOGICAS DE INFORMACION COMUNICACION Y SEGURIDAD SOCIEDAD LIMITADA.;10,77
ARRAKIS COMERCIO Y MARKETING SL.;21,46
SISTEMA Y CONTROL 2020 SL.;30,49
PREDICTIVE RETENTION SL.;-9,19
YUQ TECNOLOGY INTERNATIONAL SL.;6,58
MOVILAE ORC SL.;-7,33
IMPLEMENTOS EMPRESARIALES SL.;-5,08
DICREGON SOCIEDAD LIMITADA.;-21,91
BEDAXTOR SL.;15,84
VEU I BITS, SERVEIS EMPRESARIALS SL.;43,14
TRUSTME.LEGAL SOCIEDAD LIMITADA.;2,38
QBEAST ANALYTICS S.L.;-22,88
IOT ENVIRONMENT TECHNOLOGIES S.L.;27,6
DSRUPTIVE SOCIEDAD LIMITADA.;-5,42
DOMUS ARTEMIA SL.;-3,73
CONSULTORIA EN INFORMATICA CONGROUP IBERIA SL.;-60,85
OMM SERVICIOS FINANCIEROS SOCIEDAD LIMITADA.;14,71
KOMAKE CORP SL.;11,58
GONG TIME SL.;58,43
ENDPOINT SOLUTIONS SL.;72,84
EURO INDUSTRIAL SUPPLY & SOLUTIONS S.L.;8,17
OCTOPUS HUB, S.L.;38,95
BANALI DIGITAL SL.;-55,72
FILMO APP S.L.;-91,87
SU PROFESIONAL SEB Y SEV SOCIEDAD LIMITADA.;2,76
IX TALENTS SL.;63,43
SPEEDY STARTUPS S.L.;24,39
DIGITAL BRANDLAB S.L.;-369,6
FRAGESEUME, S.L.;3,61
BUBANGO NETWORKS SL.;17,18
GRIDFOCUS SL.;10,13
SEAREBBEL SL.;-24,11
GLOBAL G&A 4 SL.;-27,5
PUBLICITALIA SERVICIOS PUBLICITARIOS SL.;15,24
APOIO COOPERATIVO SL.;6,4
VALSAN TOUR SOCIEDAD LIMITADA.;-10,8
LUCID TECHNOLOGIES S.L.;-23,82
IG HUMAN TECH SL.;7,28
AKALTA SOLUTIONS S.L.;-153,09
TOPWORKSHEETS S.L.;-52,26
BRAIN USER EXPERIENCE SL.;65,05
META WORLD CONGRESS SL.;-147,25
BURENET DIGITAL SL.;-3,17
BUCKET DATA SOCIEDAD LIMITADA.;20,57
REDISYS TEMES SOCIEDAD LIMITADA.;4,7
CELAX INNOVATION SL.;-1,44
EASYBONOS SOCIEDAD LIMITADA.;16,05
AEI MARKETING Y NEGOCIOS TECNOLOGICOS SOCIEDAD LIMITADA.;-81,85
AWARES DIGITAL SL.;179,64
OTRAVOLL DIGITAL SL.;-21,47
VOSCO ESTUDIO CREATIVO SOCIEDAD LIMITADA.;34,05
TRAZE PLATFORM SL.;-695,01
KONEKIA S.L.;-7,33
SOFTWARE MIND SL.;10,25
GO INFORMATICA S.L.;28,19
EDOSOLO S.L.;-0,18
CHESSFOREDU SOCIEDAD LIMITADA.;-2,94
LAS ROSAS DE VILLAMARTIN SL.;4,68
PLANEA SOLUCIONES INFORMATICAS SOCIEDAD LIMITADA.;11,93
TECLAND INNOVACION SL.;6,43
BIT 4 BLOCK SOCIEDADE COOPERATIVA GALEGA;-2,06
ANDROMEDA TECH GROUP SL.;3,94
GRUPO AMPLITUD CANARIAS SL.;52,68
IDEOWARE SOLUCIONES TECNOLOGICAS S.L.;-2,11
WITACET PROJECT SOLUTIONS S.L.;31,87
NSTUDIO BARCELONA SERVEIS WEB S.L.;6,37
RUMBOS DIVERSOS SL.;25,75
APPS MOBILE CHANNEL SL.;4,6
SHIBUY SOLUTIONS SL.;33,86
ASGARDIAN PHARMA TECH SOCIEDAD LIMITADA.;-63,3
GESTION Y DESARROLLO DE PROYECTOS E INICIATIVAS SL.;82,39
PUNTO ELECTRONICA Y SONIDO SL.;-11,16
CAPED DIGITAL SOCIEDAD LIMITADA.;-30,25
MJ INSTALACIONES ELECTRICAS SL.;56,76
PPLONLINE SL.;-10,28
OMNITEC INTEGRADORES DE ESPAÑA SL.;25,73
ESTUDIOS PAWI SL.;-8,97
LA BARRACA VIRTUAL SOCIEDAD LIMITADA.;57,2
SIVERUS S.L.;-39,29
ARAWAC CONSULTING SL.;-9,43
ZAAX SPORTS SL;3,11
MC HOY CALL SOCIEDAD LIMITADA.;4,83
EUREKA SOLUCIONES TECNOLOGICAS SL.;-6,37
DYS MORALES SL.;-0,25
SEMP2022 S.L.;37,31
TRESCOMATRES MULTIMEDIA, SOCIEDAD LIMITADA.;9,93
A&C LEARNING GROUP 5.6 S.L.;85,41
ZIKNES TECHNOLOGY SOCIEDAD LIMITADA.;-108,66
SENSING TOOLS SOCIEDAD LIMITADA.;10,79
TIMEUS LAB SL.;-9,99
RELOJ DE ARENA COMUNICACION SL.;47,04
AURORA TECH SPAIN SL.;-81,01
UNION LOGISTICA DE ANTAS SL.;2,81
ECO DIGITAL LEARNING SL.;-440,59
CONSORCIO PARA LA SEGURIDAD CONDUCIENDO S.A.;-0,02
OKOI APP DEVELOPMENT S.L.;18,06
FORMACION APLICADA A UAS SL.;47,53
PM LUZ SERVICIOS ENERGETICOS SOCIEDAD LIMITADA.;-31,87
APACHE CROSS TRAINING SL.;-505,83
ESHODO VSTUDIO S.L.;55,76
HARD LINK SECURITY SOCIEDAD LIMITADA.;-19,62
SFERA CORPORACIO S.L.;-53,38
QUOTA SEGUROS Y SERVICIOS DE ALQUILERES SOCIEDAD LIMITADA.;-42,37
AWEKTEAM SOCIEDAD LIMITADA.;-204,3
CALLE SAN JOSE 56 SOCIEDAD LIMITADA.;-1,11
COMTEL ALBACETE SOCIEDAD LIMITADA.;-5,96
SEGURIDAT PRIVACIDAD GLOBAL SL.;-32,64
24GLOBAL IT SOLUTIONS SL.;-4,71
ACCESIT INCLUSIVO SL.;1,2
5&1 HEALTHTECH INNOVATION SOCIEDAD LIMITADA.;-67,37
AGENCIA PARTNER BY BUSINESS SL.;-22,13
SOLINDUS SOLUCION Y GESTION INDUSTRIAL SL.;10,78
TGK GAMES SOCIEDAD LIMITADA.;11,61
ISBJORN SOCIEDAD LIMITADA.;-4,48
SIGNATRONIC TECHNOLOGY SPAIN SOCIEDAD LIMITADA.;4,05
JASMINE PRODUCTIONS SL.;-22,8
KOKOHAI MERCHANT SL.;28,89
GENERAL PROTEC CIBERSEGURIDAD S.L.;2,67
ROOM9 ESPAI CREATIU S.L.;-664,58
HERTA SOLUTIONS SOCIEDAD LIMITADA.;18,5
NEXTSTEPAGENCY SL.;-40,99
SOLUCIONES DE MOVILIDAD ESPECIALES S.L.;-19,88
XPERIENCE VIDEO CONSULTING SL.;5,77
FONTARNAU RURAL S.L.;3,01
DIGITAL DOCFLOW SERVICES SL.;-33,53
PROVIDE.APP-INDUSTRIA CONNECT 2019 SL.;17,54
APPLOAD SOLUTIONS SL.;-13,03
WORK & SYSTEMS SLOT TECNOLOGY SL.;-5,89
PEPROTECH CONSULTING S.L.;35,21
PROVIRTUAL SERVICIOS S.L.;-59,59
URPLAN SOFTWARE SOCIEDAD LIMITADA.;40,2
VIREINSTRUMENTS S.L.;-6,06
INNOVATIVE DEVICES FOR REHABILITATION AND ASSISTANCE SL.;18,81
LEMATIC INNOVATION SL.;29,39
WALLATOMIC SOCIEDAD LIMITADA.;117,61
QUIS INFORMATICA Y COMUNICACION SOCIEDAD LIMITADA.;-13,95
LU. AL. CONSULTING SL.;3,15
METADOM SL.;22,24
MEDIATIC DIGITAL SOCIEDAD LIMITADA.;-84,89
EWAY NETWORK SL.;-0,95
ABENFLOK CONSULTING SL.;83,43
LETSDEEL SPAIN SL.;0,61
EL MUNDO DE SAN, REALIZACION AUDIOVISUAL SL.;-56,19
BETTERMAPS SOCIEDAD LIMITADA.;0,31
BUNNKER INTEGRATED RENTAL SERVICES S.L.;-10,42
MIOCLONOS DIGITAL SL.;71,77
P&G INFORMATICA 2019, SOCIEDAD LIMITADA.;-6,27
EUROPEAN SUSTAINABILITY CONSULTING S.L.;41,35
SHOPTIMUS AI S.L.;-8,93
DESPAUSE S.L.;-1,81
ARTIFICIAL INTELLIGENCE & ROBOTICS, SOCIEDAD LIMITADA.;-54,41
LEXI SOLUCIONES AVANZADAS DE INGENIERIA SOCIEDAD LIMITADA.;1,93
CATALONIA AUDIOVISUAL MEDIA SOCIEDAD LIMITADA.;-9,62
MUNDO FUTBOLERAS SOCIEDAD LIMITADA.;41,75
INSPECTRAIL SL.;-6,86
FORMA CONSULTORA S.COOP.GALEGA;16,19
INVERSIONES LATAU SOCIEDAD LIMITADA.;-27,26
SASHENKA 777 SL.;-2,02
BLANOS ENERGIA SL.;2,52
ALVEROTUR SL.;25,78
VIDEOCAR ANALITYCS SL.;-603,49
AVANZAR POR TI COMUNICACION, SOCIEDAD LIMITADA.;9,19
INTRATECH DIGITAL SL.;86,19
KUANTICUM MANAGEMENT SERVICES SL.;-0,58
TAIREL DATA SL.;10,63
DEEP LEARNING TS SL.;4,3
VIDA ESCRITA S.L.;-42,37
CODENTS IT SOLUTIONS SL.;5,03
SERVICIOS DE TELECOMUNICACIONES MAGATEF SOCIEDAD LIMITADA.;-40,97
BOOKYBOT SL.;-352,04
CANAL DEPORTE TV S.A.;-2,51
HECHICERIA SL.;20,81
BELEN VALLES FORMACION SANITARIA EUROPEA SOCIEDAD LIMITADA.;1,91
SANDIEGO COMUNICACION SOCIEDAD LIMITADA.;-52,94
VELTIS DATA SOCIEDAD LIMITADA.;-35,19
FOOTPRINT CONSULTING SL.;-7,97
IESCOLA PONTEVEDRA SOCIEDAD LIMITADA.;-33,21
GROW UP TECHNOLOGIES SL.;-10,7
ARMADILLO LABS SL.;3,55
INROP SOLUTIONS SL.;4,64
COMUNISOL SL.;5,59
GUIA DIGITAL DE CATALUNYA S.L.;-82,04
LABORATORIO DE TECNOLOGIAS SL.;-30,6
BARREIROREDESCYL SL.;-75,89
NEUROGRID CONSULTING SOCIEDAD LIMITADA.;75,13
BERTONARA SOCIEDAD LIMITADA.;4,29
KYAMERU S.L.;-1,02
KITSUNGA SOCIEDAD LIMITADA.;77,12
FISCALBIKE SOCIEDAD LIMITADA.;10,76
INBATELCO SL.;-6,96
ALTAVITIS TECHNOLOGIES SOCIEDAD LIMITADA.;2,09
SINAPSYSTEC DIGITAL SOLUTIONS SL.;65,23
SYSTELEN PROYECTOS DE INGENIERIA SL.;-67,58
SENSTILE SOCIEDAD LIMITADA.;-1,68
SUPERVAZQUEZ SOCIEDAD LIMITADA.;27,82
PROYECTA INFORMATICA SOLUCIONES TECNOLOGICAS SOCIEDAD LIMITADA.;-4,41
EMMA - ENVIRONMENTAL MONITORING SERVICES S.L.;7,67
HALO REINGENIERIA SL.;4,72
C&M DATOS SOCIEDAD LIMITADA.;-26,52
SAMANTHA LOCUTORIO SL.;-133,72
EBUUKY DIGITAL SERVICES S.L.;5,52
CONSOLFREIGHT EUROPE S.L.;48,72
FIBRA BURGOS SL;11,36
NEOLED TECHNOLOGY, SOCIEDAD LIMITADA.;24,29
DIGITAL INSURANCE ADVISOR SL.;-33,89
METROPOLIS DIXITAL SOCIEDADE COOP GALEGA;-74,09
INSTITUTO INVESTIGACIONES TECNOLOGICAS SANTOSDOCASTRO SL.;-54,71
MERCEDES MARTINEZ BLANCO SOCIEDAD LIMITADA.;1,9
SAITI SALES SOCIEDAD LIMITADA.;-18,48
EMPA DIGITAL SL.;-1,88
CONWIRO DESARROLLO DE SOFTWARE Y VIDEOJUEGOS SL.;88,03
BLOCK COMUNICACION GRAFICA SL.;30,53
GOLDENHOUR S.L.;2,87
SUNSHINEOXYGEN SL;8,94
G4LM4C SL.;1,31
EXCEL BUSINESS SOLUTIONS S.L.;10,41
KIOTA INTELLIGENCE SL.;1,33
LOVATEL FAUDAZ SOCIEDAD LIMITADA.;6,4
BRUMA INGENIERIA DE SEGURIDAD, SOCIEDAD LIMITADA.;2,06
YNSAT TECH SL.;-0,44
IDERO TECH SL.;-107,14
ZINAMIC CORP SL.;0,68
ATTELPER SL.;1,48
TAS APP S.L.;-282,36
ALPHABET NATUR SOCIEDAD LIMITADA.;39,5
REVA TECHNOLOGIES SL.;-51,69
